 2.0,  2.418,  2.344,  2.354,  2.822,  2.255,  2.267,  2.330,  2.731
 4.0,  4.864,  4.756,  4.702,  5.704,  4.670,  4.676,  4.737,  5.233
 6.0,  7.295,  7.103,  7.101,  9.206,  7.262,  7.324,  7.328,  7.490
 8.0,  9.974,  9.373,  9.863, 13.070, 10.193, 10.393,  9.941, 10.165
10.0, 12.394, 12.000, 12.887, 16.186, 12.648, 12.793, 13.240, 12.707
12.0, 15.346, 14.891, 15.390, 19.326, 15.968, 15.975, 15.676, 14.921
14.0, 17.958, 17.054, 18.193, 22.343, 19.159, 19.681, 19.009, 17.573
16.0, 21.724, 20.562, 21.093, 26.052, 23.374, 23.205, 22.774, 20.104
