2.0,1.027,0.848,0.903,1.042,0.885,0.882,0.796,0.789
4.0,1.805,1.644,1.651,2.195,1.671,1.839,1.697,2.794
6.0,2.962,2.496,2.557,4.217,2.522,3.099,2.59,2.842
8.0,4.226,3.561,3.639,5.806,3.472,4.073,3.497,3.932
10.0,5.716,4.382,4.908,7.535,4.687,5.01,4.507,5.082
12.0,7.293,6.071,7.071,8.798,6.101,5.651,6.379,6.651
14.0,8.32,6.709,7.278,10.325,8.426,7.056,7.336,7.116
16.0,8.963,8.198,7.711,11.529,9.079,7.974,9.408,7.513
